Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,RSI,EMA_12,EMA_26,MACD,MACD_Signal,BB_Mid,BB_Std,BB_High,BB_Low,Daily_Return,Volatility,Future_Return,Signal
2015-03-16,180.1991729736328,182.7349281178533,179.8139915415307,182.21065854911555,13839990,186.26893463134763,188.35617279052735,185.99177072731118,46.79903366432163,184.66649470186016,186.62769016193903,-1.9611954600788692,-1.4762544652269316,186.26893463134763,5.216528221041942,196.70199107343151,175.83587818926375,-0.009410635575861082,0.01639866747201858,-0.00017807647431933304,1
2015-03-17,183.35548400878903,184.00814260727708,179.96377340198245,182.00735617885903,19070082,185.6200157165527,188.2232864379883,185.73916225317703,55.10609481410585,184.46476050560284,186.38042300280375,-1.9156624972009126,-1.5641370750637449,185.6200157165527,4.678026333933694,194.9760683844201,176.2639630486853,0.017515679917232907,0.016842880193031748,-0.010386900885748784,1
2015-03-18,185.88052368164065,186.65088645529545,182.8953929315932,183.3875651801798,9269885,185.254630279541,188.1509582519531,185.75269960262847,57.92414263264209,184.68260699687698,186.34270393715903,-1.6600969402820454,-1.5833292234158816,185.254630279541,4.328087624296093,193.91080552813318,176.59845503094883,0.013771279798375557,0.016973595662417438,-0.027341049392597516,0
2015-03-19,183.20571899414065,187.603158607198,182.7670420847766,187.3570795737361,13934612,184.76781005859374,188.06664764404297,185.5089185354151,54.107466697006686,184.45536100080722,186.1063340079311,-1.6509730071238948,-1.596858079019707,184.76781005859374,3.948851368068221,192.66551279473018,176.8701073224573,-0.014389913663473197,0.017204417312895418,-0.031361412959738044,0
2015-03-20,182.76705932617188,184.2756737879846,181.59011663640047,183.5802044066428,10405717,184.25477600097656,188.1436846923828,185.24660967504008,49.54904679450554,184.19559088716235,185.85504214722476,-1.6594512600624114,-1.6093767884127053,184.25477600097656,3.4548790022275457,191.16453400543165,177.34501799652148,-0.0023943557568899543,0.01719102929746089,-0.049643082022758356,0
2015-03-23,180.1670837402344,184.88551006914392,179.34322540214848,183.28060402910987,13251683,183.92148971557617,188.0908297729492,184.76086928154146,43.209484075284536,183.5757571715727,185.42750800250553,-1.8517508309328434,-1.6578518236250315,183.92148971557617,3.5140991664647276,190.94968804850564,176.8932913826467,-0.014225624658639746,0.015999973655891626,-0.037056920938765,0
2015-03-24,181.45098876953125,182.8098156821211,180.19916701223235,180.19916701223235,9238431,183.88404083251953,188.11608001708984,184.4444780497698,30.22815583523429,183.248841437351,185.12893945811643,-1.8800980207654447,-1.7023012293580848,183.88404083251953,3.5373246671094916,190.9586901667385,176.80939149830056,0.007126190881504124,0.015143361073631848,-0.02588581223744013,0
2015-03-25,180.79835510253903,181.78269981857528,179.96379762627,181.6757089330273,10264941,183.92095489501952,188.05017211914063,184.09606800986185,32.64644174341234,182.8718159350087,184.8041143698827,-1.9322984348740135,-1.7483008081451565,183.92095489501952,3.4989632314843115,190.91888135798814,176.9230284320509,-0.0035967490252761802,0.014921519503134181,-0.010474730734358562,1
2015-03-26,177.4601287841797,181.72919342066984,176.34739507256452,179.98518495338175,20621346,183.77276840209962,187.96029693603515,183.46216388597838,29.6078609525065,182.03919709792325,184.25377598164562,-2.2145788837223677,-1.841556646563968,183.77276840209962,3.7111888952782457,191.1951461926561,176.35039061154313,-0.01846380912296508,0.015490072497161788,-0.0056072956666394225,1
2015-03-27,173.69393920898438,178.6798567145218,171.50055489934067,178.4444625104279,23326922,183.44857788085938,187.8256985473633,182.52931383509434,29.11704726524701,180.75524396192128,183.4631329125881,-2.7078889506668133,-2.0148234392977713,183.44857788085938,4.281183956943022,192.01094579474542,174.88620996697333,-0.021222736628212502,0.016156040777908325,0.02605636759977803,1
